pct,pollscore,pollster,state,end_date
48.92058972779012,-1.0849137982790427,YouGov,Nevada,2024-10-13
49.87805742469925,-1.0467577163589534,Quinnipiac,Connecticut,2024-10-12
44.65351317704543,-0.8845062346252259,Ipsos,Virginia,2024-10-14
46.63273155019494,-1.09957902191729,SurveyUSA,Texas,2024-10-13
46.99164799214516,-0.8924132070449413,YouGov,Indiana,2024-10-09
55.33011297594759,-1.0247648382863943,Quinnipiac,Rhode Island,2024-10-01
45.835225252091206,-1.1553737522430618,Marist,Pennsylvania,2024-10-10
48.50751517509111,-0.920905210121098,Marist,Pennsylvania,2024-10-07
48.3260312330581,-1.070721638109342,Emerson,Rhode Island,2024-10-03
47.52685266097953,-0.917234684863806,SurveyUSA,Connecticut,2024-10-13
55.006334553155675,-1.0348066538335368,Siena/NYT,Florida,2024-10-11
47.95410542081584,-1.0036700423561662,Quinnipiac,Virginia,2024-10-09
50.19559253721012,-0.9528193968535559,Siena/NYT,Pennsylvania,2024-10-02
49.220422669417225,-1.0051819763708048,Quinnipiac,New Hampshire,2024-10-13
50.98702389347382,-0.9438472948185933,SurveyUSA,North Carolina,2024-10-09
48.68910295638473,-1.0055276360630172,Emerson,Florida,2024-10-11
49.03133325568132,-1.1371882007192107,Beacon/Shaw,Nebraska,2024-10-07
50.343664485274196,-1.1137179801966461,Siena/NYT,New Hampshire,2024-10-15
52.527176165589744,-1.2732187820361491,Quinnipiac,New Mexico,2024-10-06
51.02744804035206,-1.1082616766188687,Marist,Wisconsin,2024-10-06
50.034304665558565,-1.0228772038889813,Emerson,California,2024-10-02
45.82594317010641,-1.1721640072086654,SurveyUSA,Michigan,2024-10-05
51.50543579195701,-0.9476085530735379,Siena/NYT,Indiana,2024-10-02
53.22908125321178,-0.976359248929378,Beacon/Shaw,New Hampshire,2024-10-09
44.096605910447856,-0.7848850894871615,Siena/NYT,Nebraska,2024-10-16
46.205840945102175,-1.100363093409835,YouGov,National,2024-10-01
45.49216251028661,-1.025731019065658,YouGov,National,2024-10-03
53.658146101600266,-1.0402845924481225,YouGov,Pennsylvania,2024-10-04
47.28515118988368,-0.8847329946440634,Marist,Texas,2024-10-09
51.079918327169324,-0.8616552787038692,Siena/NYT,Georgia,2024-10-02
51.23050099605741,-1.089869064915165,Emerson,North Carolina,2024-10-14
53.73827928011543,-1.1536363218509944,YouGov,New Hampshire,2024-10-03
46.68866697021108,-1.0628672125622045,Emerson,New York,2024-10-08
50.40935524419041,-0.8292604073283116,Beacon/Shaw,California,2024-10-08
51.342272577187636,-1.2797611447711719,Quinnipiac,Wisconsin,2024-10-02
43.35030348480192,-0.8633720516548867,Ipsos,Massachusetts,2024-10-12
48.2472562209562,-0.8327921938730882,Emerson,Connecticut,2024-10-12
46.8366510074995,-1.1696270267408697,YouGov,New Mexico,2024-10-09
53.779357196602454,-1.101392735414496,Quinnipiac,Pennsylvania,2024-10-04
49.74583643634257,-1.1385982193074498,YouGov,California,2024-10-13
47.42632848766311,-0.9869976730584678,SurveyUSA,Michigan,2024-10-15
48.19925295818425,-1.0077441978591057,Marist,Florida,2024-10-12
52.17044671914596,-0.7410791736523872,Quinnipiac,Texas,2024-10-05
50.65341108005669,-1.1579963239409259,Marist,Pennsylvania,2024-10-01
51.832246514714264,-0.9385657207489739,SurveyUSA,Texas,2024-10-04
49.653858157818306,-0.8802101764025779,Ipsos,California,2024-10-06
49.89096092901866,-1.0791581192383386,YouGov,Michigan,2024-10-03
44.420040892365996,-1.0559988705077594,Beacon/Shaw,Rhode Island,2024-10-09
47.46419377350411,-1.0058048265704025,Siena/NYT,North Carolina,2024-10-10
53.99215168887635,-1.2339344546950566,Ipsos,Wisconsin,2024-10-09
47.15864698580155,-0.8604291384004025,Quinnipiac,Wisconsin,2024-10-05
48.90490377116296,-0.7960002614848444,Emerson,New York,2024-10-07
51.70920712756828,-1.1401013108113647,Marist,Wisconsin,2024-10-01
50.10373454662012,-0.8618964431039041,Emerson,Massachusetts,2024-10-09
54.90686649814769,-0.7859039467538635,Marist,Virginia,2024-10-14
48.61455127484088,-0.9564082781857919,Emerson,Nebraska,2024-10-05
48.34116342670985,-0.9367631248986189,Quinnipiac,Connecticut,2024-10-11
48.99384696628741,-0.8004648339762549,Marist,Georgia,2024-10-09
51.745276730272934,-0.9650372076832224,Siena/NYT,Nebraska,2024-10-05
49.56159247948269,-1.0411915664821858,Siena/NYT,Rhode Island,2024-10-11
47.22868052981026,-0.7455027896645137,Beacon/Shaw,Missouri,2024-10-11
49.156271682243194,-1.0418254862814316,Emerson,Washington,2024-10-06
51.953001618659826,-1.1268641853734427,Quinnipiac,Georgia,2024-10-04
46.77337820821673,-1.3634408370244828,Siena/NYT,Iowa,2024-10-14
49.932465149634055,-0.9115633725346116,Emerson,Rhode Island,2024-10-04
49.55287144380006,-0.8432213739485155,Marist,Nevada,2024-10-10
49.344395534048665,-0.7048464240239759,SurveyUSA,Texas,2024-10-09
49.256129621051514,-1.0472051859375848,YouGov,Michigan,2024-10-03
50.32846157186885,-0.9959835017249614,Ipsos,Iowa,2024-10-08
50.45980177959016,-1.1964000150119822,Beacon/Shaw,North Carolina,2024-10-02
57.77484498338358,-0.8456365855469075,YouGov,New Mexico,2024-10-03
47.70996554499883,-1.059746168798066,Ipsos,Michigan,2024-10-13
54.03308556240141,-1.1790388944209824,YouGov,Maryland,2024-10-16
48.86989134075338,-0.9950893326122622,Marist,Arizona,2024-10-16
45.85711227487738,-0.9955609645502512,Marist,Georgia,2024-10-09
48.02931544239547,-0.5960642700344938,YouGov,Florida,2024-10-11
50.52206765434511,-1.259246586256249,Quinnipiac,Pennsylvania,2024-10-05
53.38408328584297,-0.9587661180446241,YouGov,Virginia,2024-10-16
49.79350227233878,-1.0552633528588349,Emerson,Maryland,2024-10-02
51.87026744167224,-1.0083369314824209,Quinnipiac,Virginia,2024-10-12
52.113994902914925,-1.0149212729186168,Siena/NYT,Connecticut,2024-10-12
47.41126027092778,-1.0525193788301397,YouGov,National,2024-10-01
48.98410375493906,-0.9997902645892558,Marist,Wisconsin,2024-10-06
49.46728271904279,-1.0341833008034709,Ipsos,Texas,2024-10-12
45.73659766501278,-0.9685381292931573,Marist,New York,2024-10-02
49.75974098476234,-1.0265104973122054,Quinnipiac,Ohio,2024-10-10
45.031105973842855,-1.0940993347675196,YouGov,California,2024-10-08
49.690853337464006,-1.092132767528678,Marist,New Hampshire,2024-10-11
52.3829203531533,-1.1073943622356446,Siena/NYT,Pennsylvania,2024-10-01
52.194959983631485,-0.9681991191439038,Ipsos,Pennsylvania,2024-10-06
50.10826431675703,-0.9434716678976635,Marist,Nebraska,2024-10-15
46.966938122220135,-0.8346144332127738,Marist,Iowa,2024-10-06
51.26477425539265,-1.064971224869524,Marist,Virginia,2024-10-01
53.52458946472155,-0.5930766613174412,Marist,Massachusetts,2024-10-06
44.63205573346819,-0.9729655591385785,Beacon/Shaw,Indiana,2024-10-07
50.13527377967345,-1.0464039123264581,Marist,North Carolina,2024-10-08
46.4585259452545,-0.8207506374063436,YouGov,Arizona,2024-10-06
53.27734797991019,-0.846936997101019,Quinnipiac,Nebraska,2024-10-14
52.1829815415859,-0.857216343223034,Emerson,Montana,2024-10-10
52.259908907982826,-1.0518956299146496,YouGov,National,2024-10-11
48.88123329944168,-0.8259453730288862,Emerson,Texas,2024-10-05
52.52628741696616,-1.0119321159879335,YouGov,Rhode Island,2024-10-10
51.29517719278281,-1.0675705203801038,Marist,Iowa,2024-10-05
49.17839037672571,-0.798291409109859,Marist,Nevada,2024-10-16
48.53167189856509,-1.018735261488555,Siena/NYT,New York,2024-10-09
50.19434047172045,-0.985311704341517,YouGov,Texas,2024-10-11
52.21760088183975,-1.1876189200938838,Siena/NYT,Pennsylvania,2024-10-15
51.831977166111606,-1.0823162641472641,YouGov,Connecticut,2024-10-05
50.650295881770646,-1.1181542674056089,Quinnipiac,Massachusetts,2024-10-04
46.51073548429573,-1.3528024810402721,Siena/NYT,Arizona,2024-10-03
48.99176387879719,-1.1816149466740153,Ipsos,Ohio,2024-10-04
42.48826904792226,-0.9217666158652191,Quinnipiac,New York,2024-10-14
42.7625173172576,-0.9807141579766975,Quinnipiac,Massachusetts,2024-10-13
50.71989196704997,-1.0626010179447267,Siena/NYT,Rhode Island,2024-10-13
48.696083107452,-0.9163490125905248,YouGov,Washington,2024-10-02
53.01777761200429,-1.0278414130392441,Quinnipiac,New Mexico,2024-10-09
46.93666113145183,-0.8420471092318125,Ipsos,Florida,2024-10-06
46.82646197316927,-1.1413748732055038,SurveyUSA,National,2024-10-02
51.46210691481392,-1.0437415778924444,Ipsos,Missouri,2024-10-06
52.1978475113358,-1.1017247252815432,Siena/NYT,Nebraska,2024-10-01
51.8953433301542,-1.0361727497490607,Marist,Wisconsin,2024-10-07
49.20045349416934,-0.849589043845326,Emerson,New Mexico,2024-10-10
45.62043356619794,-0.9815550878748233,Ipsos,California,2024-10-12
46.12568775650124,-0.9989092157191902,Siena/NYT,Rhode Island,2024-10-13
49.88849554458797,-0.8711542451121422,Marist,Ohio,2024-10-02
52.217925649895776,-0.9537394102973491,YouGov,Michigan,2024-10-06
50.06917812136253,-1.0578775923374695,SurveyUSA,Arizona,2024-10-04
50.215203619186475,-0.8286221768901769,Quinnipiac,Indiana,2024-10-14
46.65265265208798,-1.0190241884634592,Ipsos,Ohio,2024-10-10
50.77498669144713,-0.8755039511877739,Siena/NYT,Iowa,2024-10-15
50.94852954292344,-0.7916505258029207,Ipsos,Arizona,2024-10-03
48.121479051980046,-1.0202257205509693,Emerson,Virginia,2024-10-13
52.560677777349234,-0.9095886858506522,YouGov,California,2024-10-10
46.60584532094953,-1.1854602058232393,Marist,Indiana,2024-10-04
50.98928225079466,-1.1210463407763145,Beacon/Shaw,National,2024-10-06
51.391224138774675,-1.0571107377533526,YouGov,Georgia,2024-10-03
50.99615785923104,-1.0372608969610793,Siena/NYT,Massachusetts,2024-10-05
52.715257834157455,-0.9789791663082683,SurveyUSA,Florida,2024-10-07
48.57769158905968,-0.9217584289518571,Ipsos,Iowa,2024-10-16
50.25099672491716,-0.9259813260324175,Ipsos,Michigan,2024-10-04
47.475724596630336,-1.1424735391684382,YouGov,National,2024-10-02
49.71417170596689,-1.0551924005960502,Ipsos,Florida,2024-10-03
48.17054211835602,-0.8489233577584807,Quinnipiac,New Hampshire,2024-10-08
52.83795425639773,-1.1833933017082914,SurveyUSA,New York,2024-10-07
48.50155855357482,-0.9420063533536895,Ipsos,Connecticut,2024-10-13
49.55795961147696,-1.0521712616784078,Beacon/Shaw,New York,2024-10-14
48.88035877740644,-0.8566629109829813,Beacon/Shaw,Texas,2024-10-11
49.737385025320016,-0.9954154622164936,Emerson,Nebraska,2024-10-10
48.641735257574055,-0.919123530390245,YouGov,Rhode Island,2024-10-07
54.00091503500225,-0.8721582983171134,YouGov,Georgia,2024-10-14
47.4264333665005,-0.8240254018273631,Emerson,Montana,2024-10-01
47.8300985266915,-1.3729272404105113,Marist,Nebraska,2024-10-08
51.900544751585464,-1.0667239939961342,Marist,Connecticut,2024-10-16
49.89602015678625,-0.9170462180181808,Ipsos,Florida,2024-10-04
50.01119214363642,-1.024640774218704,Siena/NYT,North Carolina,2024-10-05
50.465966074151964,-0.5159334851579849,Beacon/Shaw,Rhode Island,2024-10-16
49.875183667245565,-0.8229118227640276,Beacon/Shaw,Missouri,2024-10-05
49.762917778939574,-0.8982964847893616,Quinnipiac,Nevada,2024-10-06
48.96512634656822,-0.9194589279065426,SurveyUSA,Virginia,2024-10-02
52.04731860766627,-1.121810208326837,Emerson,National,2024-10-14
49.22641129357938,-0.8791950584034245,Marist,Ohio,2024-10-09
52.70935991691547,-1.0643370792704299,Quinnipiac,Michigan,2024-10-14
51.86381798550943,-0.8770215149357997,SurveyUSA,Montana,2024-10-12
47.56707364153229,-1.035075264207022,Siena/NYT,Montana,2024-10-07
51.47371560613716,-1.035095842050706,Beacon/Shaw,Wisconsin,2024-10-07
52.476986206532,-0.8632173317531333,SurveyUSA,Massachusetts,2024-10-10
50.83145905439688,-0.9797689941897032,Quinnipiac,Iowa,2024-10-13
51.03806675502748,-1.247010539837004,SurveyUSA,Minnesota,2024-10-16
47.760080628680456,-0.8489398313390062,Marist,New York,2024-10-05
44.34481653878092,-1.0197031665990808,Siena/NYT,Indiana,2024-10-07
51.11680587931185,-1.3372734580573193,YouGov,California,2024-10-05
45.147242712020045,-0.7572748492230125,YouGov,Florida,2024-10-08
52.89659738435672,-0.9387210744538576,YouGov,Connecticut,2024-10-03
47.87189608558004,-0.6549028060235818,YouGov,Massachusetts,2024-10-12
53.2870287039116,-1.1126597966646774,Siena/NYT,California,2024-10-03
49.97055127887956,-0.756894693460904,Beacon/Shaw,Montana,2024-10-12
45.88461562585452,-0.8968978234028167,Emerson,California,2024-10-11
54.44616529270508,-0.9420422909960998,Beacon/Shaw,California,2024-10-10
51.04807503484336,-0.9760813960885806,YouGov,Missouri,2024-10-10
49.17787861101482,-1.1393450521367166,YouGov,Nevada,2024-10-07
48.06994992126816,-0.9623415057953368,Emerson,Montana,2024-10-14
50.18256467329629,-1.0236668914048566,Ipsos,Indiana,2024-10-01
47.26470694296836,-0.957380642772661,Siena/NYT,Indiana,2024-10-14
50.495515424129,-1.0040695544644995,SurveyUSA,California,2024-10-09
52.21837625161338,-1.051394729132353,YouGov,New Mexico,2024-10-09
52.57057117817983,-1.038454261863248,Marist,Montana,2024-10-12
54.96285025378041,-0.9065304963195814,Siena/NYT,Iowa,2024-10-16
46.881604284671454,-1.020390608306658,Beacon/Shaw,Pennsylvania,2024-10-01
54.10313115594213,-0.86575037884380035,SurveyUSA,Michigan,2024-10-14
51.44882345955598,-0.8563391066219191,Emerson,National,2024-10-06
48.97248587414249,-1.1102667847521226,SurveyUSA,New Hampshire,2024-10-10
52.362063258396546,-0.9397677464955212,Emerson,New Hampshire,2024-10-11
53.21021486129785,-0.9699098573794843,YouGov,Massachusetts,2024-10-07
50.77798095818819,-0.9891824649777131,Quinnipiac,Iowa,2024-10-06
53.915455587237354,-0.8568846793517786,YouGov,Pennsylvania,2024-10-14
45.2234695067136,-1.1768333442302994,Beacon/Shaw,New Hampshire,2024-10-01
47.68479121631275,-1.0292363717716893,Ipsos,Florida,2024-10-13
50.83681529303924,-0.8537351743526994,SurveyUSA,National,2024-10-10
47.9867121532126,-1.0215275889835493,Ipsos,Massachusetts,2024-10-10
53.04891747583231,-1.0739557397098187,Ipsos,Florida,2024-10-08
48.704335225567256,-0.8597176810922711,Emerson,Indiana,2024-10-06
48.35705023764824,-0.9768374250541615,Siena/NYT,Indiana,2024-10-02
44.58673636773933,-0.8210846195514172,Siena/NYT,Connecticut,2024-10-06
46.02853214536298,-0.8026902021732636,Beacon/Shaw,New Hampshire,2024-10-10
56.29329725895503,-1.1844914832324853,SurveyUSA,Texas,2024-10-07
48.26148948689422,-1.0262671150881868,Beacon/Shaw,Pennsylvania,2024-10-01
49.53759885557198,-1.2600181938980723,Emerson,Texas,2024-10-04
51.62999344484935,-1.14574921157138,SurveyUSA,Arizona,2024-10-01
50.03631771645626,-0.9123088067468138,Beacon/Shaw,New Mexico,2024-10-13
50.50685402496983,-1.137587238090489,SurveyUSA,Pennsylvania,2024-10-15
48.763179965460616,-0.7258889595362008,Emerson,Massachusetts,2024-10-02
50.525340346652484,-0.8289294281339964,SurveyUSA,Nevada,2024-10-03
49.0233952807627,-0.8901300273650157,Emerson,Arizona,2024-10-12
49.908386791683085,-0.9376089615025505,Siena/NYT,Texas,2024-10-05
53.76882466904897,-1.1410050105455183,Siena/NYT,National,2024-10-09
55.212303690139464,-0.9193551455648895,Marist,Maryland,2024-10-05
45.65066355798715,-1.1659089535212228,Ipsos,Nebraska,2024-10-15
49.16382130823372,-1.0837693994823379,Emerson,New Hampshire,2024-10-02
54.024615453553196,-0.7669793675141158,SurveyUSA,Virginia,2024-10-06
50.69234410966582,-0.7251015075235854,Siena/NYT,New Hampshire,2024-10-06
46.28485344886643,-0.9635731899592738,YouGov,Arizona,2024-10-04
50.63140039556255,-1.2749085933791076,Marist,Nevada,2024-10-07
48.82120913958346,-0.9700522233681083,Emerson,Nebraska,2024-10-09
47.789753664861934,-0.9262397534038812,Siena/NYT,Nebraska,2024-10-11
51.42776201019895,-0.8763489220054698,YouGov,Georgia,2024-10-03
49.44340986183346,-1.2776423588553179,SurveyUSA,New York,2024-10-14
52.21172857807311,-1.2450212429920227,Quinnipiac,Washington,2024-10-02
49.387958184408696,-0.9904814739180239,SurveyUSA,Rhode Island,2024-10-14
48.73815772751415,-1.1506943945861752,Quinnipiac,Ohio,2024-10-15
50.74755469896999,-0.6904935100220086,YouGov,Pennsylvania,2024-10-07
50.03137724441909,-0.8555239873564016,Ipsos,Nevada,2024-10-01
49.517311177595076,-1.0605281493195053,Beacon/Shaw,Montana,2024-10-12
51.01266712786612,-0.8712882282339076,Marist,National,2024-10-06
51.804469836606174,-0.8482609307578575,Emerson,Arizona,2024-10-11
50.18016315991062,-1.1471889895867082,Ipsos,Iowa,2024-10-02
48.29889776302161,-1.0668654645230757,YouGov,North Carolina,2024-10-11
51.27123428822328,-1.1490349860746025,Ipsos,Massachusetts,2024-10-11
47.11150735460389,-1.1240692825689562,Beacon/Shaw,National,2024-10-16
51.545624337077506,-1.2118608030897287,Marist,Massachusetts,2024-10-07
48.523088871684884,-0.6780534764898714,Emerson,Rhode Island,2024-10-05
53.25730184654208,-0.8578037501946391,Siena/NYT,North Carolina,2024-10-12
49.325811283509225,-1.235632686318301,Quinnipiac,Texas,2024-10-15
53.78044503085523,-0.7845061787879147,Marist,New Hampshire,2024-10-09
49.127214564808604,-0.7445135376168317,YouGov,North Carolina,2024-10-11
48.01974949723882,-0.878627753572086,Siena/NYT,Wisconsin,2024-10-09
49.24181976529671,-0.9700725424802777,Beacon/Shaw,Ohio,2024-10-13
46.90037418997593,-1.083002436177153,YouGov,Iowa,2024-10-06
51.3034904121033,-0.898939236391841,YouGov,Rhode Island,2024-10-09
47.17103278834087,-0.7965404471197327,Quinnipiac,Connecticut,2024-10-16
